
0.1,a2,1440,229,0.03862470808524362,0.019006184773186025,

0.1,a2,1440,261,0.03842866660177822,0.01825422743958894,

0.1,a2,1440,229,0.03920170237354967,0.018264231197875094,

0.1,a2,360,289,0.029043953923772774,0.011525556641037738,

0.1,a2,360,274,0.03015134403019817,0.01178713668405704,

0.1,a2,360,230,0.03102349303662777,0.011082615693032975,

0.1,a2,360,213,0.03127023388802166,0.011520632388722937,

0.1,a2,360,210,0.029224404200379337,0.011194448143508154,

0.1,a2,360,210,0.028794633597135542,0.011470249693035997,
