
0.1,a,360,208,0.035368422406183805,0.007965681601949869,

0.1,a,360,208,0.03759504205271906,0.010427307666818115,

0.1,a,360,208,0.033486354251530986,0.01294814946679363,

0.1,a,360,208,0.036209778742116984,0.007764983309051255,

0.1,a,360,208,0.03697850589938193,0.007487277203844029,

0.1,a,0,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,208,0.03680161462342277,0.007924411314351227,

0.1,a,360,208,0.03636654243634369,0.007393556303847082,

0.1,a,360,207,0.03677497829641283,0.006325449195634939,

0.1,a,360,208,0.035923475603899885,0.008685965714680772,

0.1,a,360,208,0.03734689998796407,0.006036999867962776,

0.1,a,0,0,nan,nan,

0.1,a,360,208,0.03745683707361772,0.005664647530134203,

0.1,a,360,208,0.03634994045849173,0.008067380059607377,

0.1,a,360,208,0.03747982025379315,0.0057027019427685205,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,

0.1,a,360,0,nan,nan,
