
0.1,a,360,208,0.036170137992415294,0.008579937173101545,

0.1,a,360,208,0.0358734088546883,0.00868601121890748,

0.1,a,360,208,0.03528530781533426,0.010369123298654359,

0.1,a,360,208,0.03595101387383273,0.009646027274351867,

0.1,a,0,0,nan,nan,

0.1,a,360,208,0.03524970070709689,0.009903162030120633,

0.1,a,360,208,0.03483620037485917,0.008652416787075125,

0.1,a,360,208,0.03330126998032658,0.009636143946274432,

0.1,a,360,208,0.024321798324728243,0.009950764597231583,

0.1,a,360,207,0.027201325218710635,0.0076448194397787965,
