
0.1,a2,360,222,0.027930276355127227,0.006594356790768629,

0.1,a2,360,221,0.028001401969547726,0.005999952504037581,

0.1,a2,360,224,0.03830171971016431,0.009653700609220987,

0.1,a2,360,222,0.028149725831541662,0.005308292534078148,

0.1,a2,360,221,0.028615711383285565,0.005560498352585458,

0.1,a2,360,221,0.028215980928441787,0.00556102931631982,

0.1,a2,360,221,0.025003915239648043,0.009316899028103837,

0.1,a2,360,223,0.027825855762768754,0.00624177306738224,

0.1,a2,360,221,0.025407844770918873,0.009061795648272955,

0.1,a2,360,222,0.026572054000319662,0.006625960496113039,

0.1,a2,720,223,0.02851992915280063,0.008446517162346463,

0.1,a2,720,228,0.041587996059669216,0.010794295901732847,

0.1,a2,720,225,0.030426136362883778,0.007039775569256393,

0.1,a2,720,223,0.02991190525565313,0.007318892113106613,

0.1,a2,720,223,0.0346830874146902,0.01174435244520432,

0.1,a2,720,224,0.029982920603028367,0.007480344095925688,

0.1,a2,720,225,0.02988144757019149,0.007513137768551366,

0.1,a2,720,226,0.04274399043678974,0.013763606871685149,

0.1,a2,720,222,0.029697290642673638,0.008543213858031579,

0.1,a2,720,224,0.033832953951787204,0.010493592984016682,

0.1,a2,1080,224,0.032472090621013194,0.010186410740701111,

0.1,a2,1080,228,0.04508503275237193,0.013581018340992113,

0.1,a2,1080,223,0.028649658754033625,0.010531276616482564,

0.1,a2,1080,223,0.03851987379331626,0.012312851088035603,

0.1,a2,1080,223,0.03217064841930241,0.006590557994722839,

0.1,a2,1080,800,0.04973905377439223,0.018976300037056356,

0.1,a2,1080,245,0.03244133994591479,0.00874622970125861,

0.1,a2,1080,226,0.04587758894993273,0.014757618497185482,

0.1,a2,1080,800,0.04974882214213722,0.01916367532930915,

0.1,a2,1080,242,0.04526621111753312,0.01712652431900077,

0.1,a2,1440,248,0.0382929474243053,0.015320898021594465,

0.1,a2,1440,225,0.03332818983743588,0.00854284751107468,

0.1,a2,1440,223,0.03889981017869818,0.01380366629524856,

0.1,a2,1440,226,0.04062520127446778,0.013410827039854273,

0.1,a2,1440,223,0.033770592582533177,0.010087681528657905,

0.1,a2,1440,800,0.05192075108527206,0.019807126887743373,

0.1,a2,1440,239,0.03423023561335258,0.009512169541764086,

0.1,a2,1440,224,0.04390666831334654,0.01333567526966897,

0.1,a2,1440,225,0.033783750380906793,0.011734841622660735,

0.1,a2,1440,240,0.04590915111281599,0.015383084594841787,

0.1,a2,360,222,0.02872414235445159,0.0029648294891302116,

0.1,a2,360,222,0.02752296957564918,0.005278910485709132,

0.1,a2,360,245,0.04330011079353946,0.00681202268724512,

0.1,a2,360,222,0.029453937077542413,0.0026287995295421573,

0.1,a2,360,221,0.02924576499056897,0.0029002896624639265,

0.1,a2,360,243,0.04039371331747422,0.008899156570072274,

0.1,a2,360,227,0.04113836086761321,0.008126317711245626,

0.1,a2,360,221,0.028275239508919317,0.005125521885366108,

0.1,a2,360,223,0.029018363242993974,0.004989712965808006,

0.1,a2,360,225,0.04097571052610874,0.00874419275283718,

0.1,a2,720,240,0.03692116691963747,0.006737065688294322,

0.1,a2,720,224,0.03751722291677392,0.006257681511255897,

0.1,a2,720,224,0.03896953773801215,0.005676890211256071,

0.1,a2,720,241,0.03948904459144441,0.005494171088111841,

0.1,a2,720,225,0.04636899191472266,0.01197008353668484,

0.1,a2,720,228,0.047839043804918206,0.009594264806925075,

0.1,a2,720,246,0.03991480740317242,0.004791513593683121,

0.1,a2,720,223,0.031153674863880258,0.0037630294057968815,

0.1,a2,720,227,0.04589961660361237,0.008260340144003552,

0.1,a2,720,223,0.031967444779693814,0.0047905533905640615,

0.1,a2,1080,236,0.0490205601702239,0.015360607471675202,

0.1,a2,1080,224,0.03336146212365877,0.007606612351674709,

0.1,a2,1080,224,0.03918944063480012,0.008463374823328398,

0.1,a2,1080,244,0.050333271524487216,0.014965815396172972,

0.1,a2,1080,223,0.032960869154721635,0.008941704489328302,

0.1,a2,1080,224,0.04669357358527902,0.011321541961230162,

0.1,a2,1080,222,0.032648375740291564,0.005897786078710643,

0.1,a2,1080,223,0.03337683591306744,0.004703152922932965,

0.1,a2,1080,242,0.042376852663587934,0.012082001246451745,

0.1,a2,1080,241,0.04056422493934508,0.007998559551584697,

0.1,a2,1440,223,0.03657266287960012,0.011612198842756136,

0.1,a2,1440,223,0.04636326522019278,0.00980217800277516,

0.1,a2,1440,226,0.0521751092582018,0.01709822959534882,

0.1,a2,1440,223,0.047711199755057894,0.019035332144544097,

0.1,a2,1440,238,0.04502729957281541,0.009260468487630987,

0.1,a2,1440,224,0.05201211937570146,0.016603113755541497,

0.1,a2,1440,241,0.04465614748863635,0.01025560709009445,

0.1,a2,1440,225,0.03940822188225057,0.01171262492254438,

0.1,a2,1440,223,0.045131154400150336,0.009877345619899145,

0.1,a2,1440,224,0.041341878373974135,0.010437146192033304,

0.1,a2,360,219,0.027436530957483267,0.004774273968306652,
