0.05,0.1,45,210,51,306
0.05,0.1,45,202,55,302
0.05,0.1,45,210,52,307
0.05,0.1,45,223,54,322
0.05,0.1,47,228,52,327
0.05,0.1,44,207,148,399
0.05,0.1,45,202,53,300
0.05,0.1,45,209,75,329
0.05,0.1,44,210,52,306
0.05,0.1,46,204,30,280
0.05,0.2,44,202,59,305
0.05,0.2,44,206,550,800
0.05,0.2,45,205,111,361
0.05,0.2,44,218,51,313
0.05,0.2,46,203,53,302
0.05,0.2,46,226,51,323
0.05,0.2,47,215,112,374
0.05,0.2,46,211,31,288
0.05,0.2,44,212,52,308
0.05,0.2,45,206,137,388
0.05,0.3,46,223,52,321
0.05,0.3,46,208,52,306
0.05,0.3,46,219,52,317
0.05,0.3,46,223,53,322
0.05,0.3,47,231,51,329
0.05,0.3,46,233,51,330
0.05,0.3,47,216,92,355
0.05,0.3,46,218,31,295
0.05,0.3,48,210,131,389
0.05,0.3,46,211,51,308
0.05,0.4,47,219,52,318
0.05,0.4,47,226,52,325
0.05,0.4,47,233,53,333
0.05,0.4,48,227,50,325
0.05,0.4,47,223,43,313
0.05,0.4,47,207,53,307
0.05,0.4,48,230,44,322
0.05,0.4,47,236,46,329
0.05,0.4,48,220,76,344
0.05,0.4,47,206,30,283
0.05,0.5,46,211,52,309
0.05,0.5,47,207,52,306
0.05,0.5,47,227,53,327
0.05,0.5,48,646,106,800
0.05,0.5,129,671,0,800
0.05,0.5,129,671,0,800
0.05,0.5,138,662,0,800
0.05,0.5,128,672,0,800
0.05,0.5,128,672,0,800
0.05,0.5,129,671,0,800
0.1,0.1,118,682,0,800
0.1,0.1,118,682,0,800
0.1,0.1,119,681,0,800
0.1,0.1,109,691,0,800
0.1,0.1,119,609,52,780
0.1,0.1,46,209,106,361
0.1,0.1,46,197,53,296
0.1,0.1,45,210,92,347
0.1,0.1,45,221,51,317
0.1,0.1,45,206,228,479
0.1,0.2,44,202,52,298
0.1,0.2,45,201,77,323
0.1,0.2,45,226,57,328
0.1,0.2,43,200,52,295
0.1,0.2,44,206,61,311
0.1,0.2,44,205,59,308
0.1,0.2,44,211,54,309
0.1,0.2,44,200,53,297
0.1,0.2,44,200,105,349
0.1,0.2,44,198,52,294
0.1,0.3,45,205,54,304
0.1,0.3,45,205,60,310
0.1,0.3,45,215,51,311
0.1,0.3,44,203,62,309
0.1,0.3,44,221,51,316
0.1,0.3,46,202,51,299
0.1,0.3,48,228,52,328
0.1,0.3,46,218,88,352
0.1,0.3,46,200,52,298
0.1,0.3,45,205,53,303
0.1,0.4,47,223,52,322
0.1,0.4,47,213,57,317
0.1,0.4,47,221,51,319
0.1,0.4,48,218,52,318
0.1,0.4,48,212,38,298
0.1,0.4,47,211,41,299
0.1,0.4,48,230,51,329
0.1,0.4,48,209,98,355
0.1,0.4,48,203,53,304
0.1,0.4,48,211,29,288
0.1,0.5,48,226,51,325
0.1,0.5,48,215,93,356
0.1,0.5,48,217,56,321
0.1,0.5,48,222,51,321
0.1,0.5,47,218,52,317
0.1,0.5,48,215,537,800
0.1,0.5,49,218,58,325
0.1,0.5,48,209,52,309
0.1,0.5,48,231,52,331
0.1,0.5,47,211,52,310
0.15,0.1,46,210,51,307
0.15,0.1,45,210,52,307
0.15,0.1,46,205,98,349
0.15,0.1,45,211,102,358
0.15,0.1,45,196,51,292
0.15,0.1,46,229,52,327
0.15,0.1,45,201,99,345
0.15,0.1,47,202,52,301
0.15,0.1,46,204,52,302
0.15,0.1,46,201,116,363
0.15,0.2,46,204,51,301
0.15,0.2,45,203,73,321
0.15,0.2,43,204,441,688
0.15,0.2,44,210,33,287
0.15,0.2,44,213,52,309
0.15,0.2,44,201,52,297
0.15,0.2,45,198,103,346
0.15,0.2,46,205,50,301
0.15,0.2,46,226,52,324
0.15,0.2,45,216,51,312
0.15,0.3,44,188,51,283
0.15,0.3,44,209,99,352
0.15,0.3,45,216,52,313
0.15,0.3,47,200,51,298
0.15,0.3,47,213,29,289
0.15,0.3,44,206,55,305
0.15,0.3,45,219,51,315
0.15,0.3,44,211,58,313
0.15,0.3,46,213,51,310
0.15,0.3,44,207,54,305
0.15,0.4,45,197,50,292
0.15,0.4,45,215,51,311
0.15,0.4,45,203,68,316
0.15,0.4,45,216,52,313
0.15,0.4,44,200,50,294
0.15,0.4,44,200,51,295
0.15,0.4,46,211,57,314
0.15,0.4,46,204,83,333
0.15,0.4,45,217,51,313
0.15,0.4,46,201,55,302
0.15,0.5,46,204,50,300
0.15,0.5,47,211,165,423
0.15,0.5,49,206,53,308
0.15,0.5,49,206,53,308
0.15,0.5,48,209,52,309
0.15,0.5,46,202,552,800
0.15,0.5,45,208,52,305
0.15,0.5,48,202,51,301
0.15,0.5,48,212,31,291
0.15,0.5,46,214,99,359
