0.01,0.1,45,192,52,289
0.01,0.1,45,177,52,274
0.01,0.1,45,178,58,281
0.01,0.1,45,178,54,277
0.01,0.1,45,178,52,275
0.01,0.1,47,201,62,310
0.01,0.1,45,178,53,276
0.01,0.1,45,178,53,276
0.01,0.1,45,178,55,278
0.01,0.1,45,177,54,276
0.01,0.2,46,181,52,279
0.01,0.2,45,176,55,276
0.01,0.2,46,183,51,280
0.01,0.2,46,192,72,310
0.01,0.2,47,198,55,300
0.01,0.2,47,182,58,287
0.01,0.2,44,180,53,277
0.01,0.2,46,194,79,319
0.01,0.2,44,180,54,278
0.01,0.2,45,179,55,279
0.01,0.3,47,206,65,318
0.01,0.3,45,180,51,276
0.01,0.3,46,180,52,278
0.01,0.3,45,179,55,279
0.01,0.3,45,179,53,277
0.01,0.3,45,182,52,279
0.01,0.3,47,196,76,319
0.01,0.3,47,201,53,301
0.01,0.3,46,189,53,288
0.01,0.3,46,180,56,282
0.01,0.4,46,181,54,281
0.01,0.4,46,207,53,306
0.01,0.4,45,182,55,282
0.01,0.4,46,181,121,348
0.01,0.4,45,181,48,274
0.01,0.4,45,178,48,271
0.01,0.4,45,181,51,277
0.01,0.4,46,182,57,285
0.01,0.4,45,184,103,332
0.01,0.4,45,193,562,800
0.01,0.5,45,182,53,280
0.01,0.5,45,195,560,800
0.01,0.5,46,189,53,288
0.01,0.5,47,203,54,304
0.01,0.5,45,193,177,415
0.01,0.5,47,205,84,336
0.01,0.5,45,182,573,800
0.01,0.5,46,187,47,280
0.01,0.5,45,197,558,800
0.01,0.5,47,193,560,800
0.05,0.1,44,178,53,275
0.05,0.1,47,200,57,304
0.05,0.1,46,205,56,307
0.05,0.1,44,178,54,276
0.05,0.1,47,196,53,296
0.05,0.1,46,181,54,281
0.05,0.1,45,186,51,282
0.05,0.1,45,177,53,275
0.05,0.1,45,182,49,276
0.05,0.1,45,178,52,275
0.05,0.2,46,190,51,287
0.05,0.2,45,178,52,275
0.05,0.2,45,190,51,286
0.05,0.2,45,178,49,272
0.05,0.2,45,191,52,288
0.05,0.2,45,191,52,288
0.05,0.2,46,194,52,292
0.05,0.2,44,192,55,291
0.05,0.2,45,184,52,281
0.05,0.2,45,194,52,291
0.05,0.3,45,187,48,280
0.05,0.3,46,189,45,280
0.05,0.3,46,193,561,800
0.05,0.3,47,191,562,800
0.05,0.3,47,204,54,305
0.05,0.3,45,185,47,277
0.05,0.3,45,179,54,278
0.05,0.3,46,194,50,290
0.05,0.3,45,179,52,276
0.05,0.3,44,186,49,279
0.05,0.4,45,193,49,287
0.05,0.4,45,192,47,284
0.05,0.4,44,181,52,277
0.05,0.4,45,192,49,286
0.05,0.4,45,198,557,800
0.05,0.4,46,192,47,285
0.05,0.4,45,193,54,292
0.05,0.4,47,205,55,307
0.05,0.4,47,192,51,290
0.05,0.4,46,204,53,303
0.05,0.5,45,193,45,283
0.05,0.5,44,194,45,283
0.05,0.5,45,195,560,800
0.05,0.5,45,195,44,284
0.05,0.5,47,198,55,300
0.05,0.5,45,194,44,283
0.05,0.5,45,193,56,294
0.05,0.5,45,194,45,284
0.05,0.5,47,197,556,800
0.05,0.5,45,194,45,284
0.1,0.1,44,178,54,276
0.1,0.1,44,183,50,277
0.1,0.1,45,177,53,275
0.1,0.1,45,177,54,276
0.1,0.1,44,179,52,275
0.1,0.1,44,186,53,283
0.1,0.1,45,177,53,275
0.1,0.1,45,177,54,276
0.1,0.1,45,176,53,274
0.1,0.1,44,178,54,276
0.1,0.2,44,178,54,276
0.1,0.2,44,178,54,276
0.1,0.2,44,182,50,276
0.1,0.2,44,177,52,273
0.1,0.2,45,178,53,276
0.1,0.2,45,188,50,283
0.1,0.2,44,181,53,278
0.1,0.2,45,180,53,278
0.1,0.2,46,205,53,304
0.1,0.2,44,179,53,276
0.1,0.3,44,190,50,284
0.1,0.3,45,187,50,282
0.1,0.3,44,186,51,281
0.1,0.3,47,194,52,293
0.1,0.3,44,182,50,276
0.1,0.3,48,196,53,297
0.1,0.3,45,194,52,291
0.1,0.3,44,184,50,278
0.1,0.3,46,204,56,306
0.1,0.3,44,192,49,285
0.1,0.4,45,184,49,278
0.1,0.4,46,200,54,300
0.1,0.4,45,193,52,290
0.1,0.4,44,192,50,286
0.1,0.4,45,188,50,283
0.1,0.4,46,196,52,294
0.1,0.4,44,190,49,283
0.1,0.4,45,188,49,282
0.1,0.4,45,187,47,279
0.1,0.4,45,189,50,284
0.1,0.5,45,192,46,283
0.1,0.5,45,193,47,285
0.1,0.5,46,194,49,289
0.1,0.5,45,197,52,294
0.1,0.5,47,193,55,295
0.1,0.5,45,185,49,279
0.1,0.5,45,192,47,284
0.1,0.5,48,209,57,314
0.1,0.5,47,196,557,800
0.1,0.5,45,192,49,286
