48,240,87
47,245,84
48,258,83
47,268,84
47,255,84
48,243,83
47,272,84
48,245,84
48,371,80
48,249,84

45,264,104
46,259,92
46,268,110
45,287,105
46,275,104
44,250,100
46,253,94
46,252,104
46,277,106
45,240,101

46,232,86
46,239,85
46,202,80
45,201,85
46,199,254
124,375,0
46,226,86
46,232,82
46,246,85
45,199,80
