41,230,48
34,236,53
40,223,61
41,227,53
40,235,53
43,225,52
40,220,51
36,220,51
41,220,52
40,223,226

60,260,54
56,240,53
44,247,55
47,250,53
56,268,55
61,253,54
54,242,53
55,244,54
59,253,55
52,263,53


100,298,57
118,381,0
119,380,0
110,301,53
94,405,0
127,372,0
120,283,55
116,383,0
117,382,0
135,294,55
