0.05,0.0,43,176,55,274
0.05,0.0,43,175,52,270
0.05,0.0,43,176,55,274
0.05,0.0,43,194,54,291
0.05,0.0,43,175,53,271
0.05,0.2,45,179,45,269
0.05,0.2,45,177,45,267
0.05,0.2,44,181,52,277
0.05,0.2,45,195,54,294
0.05,0.2,45,183,53,281
0.05,0.4,47,200,55,302
0.05,0.4,47,192,53,292
0.05,0.4,46,193,51,290
0.05,0.4,47,194,50,291
0.05,0.4,45,187,45,277
0.05,0.6,47,200,52,299
0.05,0.6,45,195,560,800
0.05,0.6,44,195,561,800
0.05,0.6,46,195,51,292
0.05,0.6,46,197,48,291
0.05,0.8,800,0,0,800
0.05,0.8,50,186,58,294
0.05,0.8,50,280,470,800
0.05,0.8,800,0,0,800
0.05,0.8,800,0,0,800
0.05,1.0,800,0,0,800
0.05,1.0,800,0,0,800
0.05,1.0,800,0,0,800
0.05,1.0,800,0,0,800
0.05,1.0,800,0,0,800
0.1,0.0,43,177,52,272
0.1,0.0,43,180,58,281
0.1,0.0,45,192,57,294
0.1,0.0,44,177,52,273
0.1,0.0,43,178,51,272
0.1,0.2,45,179,50,274
0.1,0.2,45,195,55,295
0.1,0.2,44,179,49,272
0.1,0.2,44,183,52,279
0.1,0.2,46,192,55,293
0.1,0.4,45,195,53,293
0.1,0.4,45,195,52,292
0.1,0.4,44,182,46,272
0.1,0.4,45,194,51,290
0.1,0.4,45,185,53,283
0.1,0.6,45,195,46,286
0.1,0.6,45,197,52,294
0.1,0.6,46,196,558,800
0.1,0.6,46,200,47,293
0.1,0.6,46,195,559,800
0.1,0.8,49,199,552,800
0.1,0.8,51,199,550,800
0.1,0.8,800,0,0,800
0.1,0.8,800,0,0,800
0.1,0.8,50,284,466,800
0.1,1.0,800,0,0,800
0.1,1.0,800,0,0,800
0.1,1.0,288,0,0,288
